Economy,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Bought something online using the Internet
Iraq,Female,23,secondary,Second 20%,no
Iraq,Female,17,completed primary or less,Fourth 20%,no
Iraq,Male,58,completed tertiary or more,Second 20%,no
Iraq,Male,52,completed tertiary or more,Richest 20%,no
Iraq,Male,35,secondary,Richest 20%,no
Iraq,Female,50,completed primary or less,Fourth 20%,no
Iraq,Female,26,completed primary or less,Middle 20%,no
Iraq,Male,28,completed primary or less,Second 20%,yes
Iraq,Female,35,completed tertiary or more,Richest 20%,no
Iraq,Female,27,completed primary or less,Poorest 20%,no
Iraq,Female,53,secondary,Richest 20%,no
Iraq,Male,20,completed primary or less,Middle 20%,no
Iraq,Male,51,secondary,Richest 20%,no
Iraq,Male,43,completed primary or less,Richest 20%,no
Iraq,Female,35,completed primary or less,Poorest 20%,no
Iraq,Male,21,completed primary or less,Middle 20%,no
Iraq,Male,62,secondary,Fourth 20%,yes
Iraq,Male,42,secondary,Fourth 20%,no
Iraq,Female,34,completed primary or less,Fourth 20%,no
Iraq,Male,46,secondary,Fourth 20%,no
Iraq,Female,28,secondary,Fourth 20%,no
Iraq,Female,20,secondary,Second 20%,no
Iraq,Male,65,secondary,Poorest 20%,no
Iraq,Female,22,completed primary or less,Poorest 20%,no
Iraq,Female,29,completed primary or less,Fourth 20%,no
Iraq,Male,42,completed tertiary or more,Poorest 20%,no
Iraq,Male,47,secondary,Fourth 20%,no
Iraq,Male,24,secondary,Poorest 20%,no
Iraq,Female,51,completed primary or less,Second 20%,no
Iraq,Male,43,secondary,Fourth 20%,no
Iraq,Male,20,secondary,Fourth 20%,no
Iraq,Male,22,secondary,Second 20%,no
Iraq,Female,23,completed primary or less,Poorest 20%,no
Iraq,Female,44,secondary,Fourth 20%,no
Iraq,Male,27,secondary,Richest 20%,no
Iraq,Male,35,completed primary or less,Middle 20%,no
Iraq,Female,60,completed primary or less,Richest 20%,no
Iraq,Male,39,completed primary or less,Poorest 20%,no
Iraq,Female,35,completed primary or less,Poorest 20%,no
Iraq,Male,71,completed primary or less,Second 20%,no
Iraq,Female,60,completed primary or less,Richest 20%,no
Iraq,Male,32,completed primary or less,Fourth 20%,no
Iraq,Female,37,secondary,Fourth 20%,no
Iraq,Male,25,secondary,Fourth 20%,no
Iraq,Male,23,secondary,Middle 20%,no
Iraq,Female,37,completed tertiary or more,Poorest 20%,yes
Iraq,Female,45,secondary,Richest 20%,no
Iraq,Male,29,completed primary or less,Richest 20%,no
Iraq,Male,43,completed primary or less,Middle 20%,no
Iraq,Female,20,secondary,Middle 20%,no
Iraq,Female,25,completed primary or less,Middle 20%,no
Iraq,Female,29,completed primary or less,Fourth 20%,no
Iraq,Female,44,secondary,Fourth 20%,no
Iraq,Female,30,secondary,Poorest 20%,no
Iraq,Male,24,completed primary or less,Richest 20%,yes
Iraq,Male,22,completed primary or less,Richest 20%,no
Iraq,Male,32,secondary,Richest 20%,no
Iraq,Male,45,completed tertiary or more,Richest 20%,no
Iraq,Female,27,completed tertiary or more,Richest 20%,yes
Iraq,Male,37,completed primary or less,Middle 20%,no
Iraq,Male,41,secondary,Middle 20%,no
Iraq,Male,23,completed primary or less,Second 20%,no
Iraq,Female,35,completed tertiary or more,Richest 20%,yes
Iraq,Male,45,completed primary or less,Fourth 20%,no
Iraq,Male,24,secondary,Middle 20%,no
Iraq,Male,29,secondary,Middle 20%,no
Iraq,Female,25,completed primary or less,Second 20%,no
Iraq,Male,50,secondary,Middle 20%,no
Iraq,Male,25,completed primary or less,Second 20%,yes
Iraq,Male,41,completed tertiary or more,Richest 20%,yes
Iraq,Male,42,completed primary or less,Second 20%,no
Iraq,Male,22,secondary,Richest 20%,yes
Iraq,Male,41,completed tertiary or more,Fourth 20%,no
Iraq,Male,22,secondary,Richest 20%,no
Iraq,Female,35,completed primary or less,Poorest 20%,no
Iraq,Female,28,completed primary or less,Fourth 20%,no
Iraq,Male,58,completed tertiary or more,Fourth 20%,no
Iraq,Male,39,secondary,Fourth 20%,yes
Iraq,Male,31,completed primary or less,Middle 20%,no
Iraq,Female,37,secondary,Fourth 20%,no
Iraq,Female,23,secondary,Fourth 20%,no
Iraq,Male,36,completed primary or less,Fourth 20%,yes
Iraq,Female,38,completed primary or less,Middle 20%,no
Iraq,Female,18,completed primary or less,Poorest 20%,no
Iraq,Female,20,secondary,Second 20%,no
Iraq,Male,65,completed tertiary or more,Fourth 20%,no
Iraq,Male,62,secondary,Fourth 20%,no
Iraq,Male,45,secondary,Middle 20%,yes
Iraq,Female,45,completed primary or less,Middle 20%,no
Afghanistan,Male,18,secondary,Poorest 20%,no
Afghanistan,Female,25,completed primary or less,Richest 20%,no
Afghanistan,Female,40,completed primary or less,Second 20%,no
Afghanistan,Female,45,completed primary or less,Poorest 20%,no
Afghanistan,Male,30,completed primary or less,Fourth 20%,no
Afghanistan,Male,53,secondary,Poorest 20%,no
Afghanistan,Male,36,secondary,Second 20%,no
Afghanistan,Male,29,secondary,Fourth 20%,no
Afghanistan,Male,21,completed primary or less,Richest 20%,no
Afghanistan,Male,75,completed primary or less,Richest 20%,no
Afghanistan,Male,25,completed primary or less,Richest 20%,no
Afghanistan,Female,24,completed primary or less,Richest 20%,no
Afghanistan,Female,31,completed primary or less,Richest 20%,no
Afghanistan,Male,22,completed primary or less,Richest 20%,no
Afghanistan,Male,25,secondary,Second 20%,no
Afghanistan,Female,30,completed primary or less,Poorest 20%,no
Afghanistan,Female,35,secondary,Richest 20%,no
Afghanistan,Female,30,completed primary or less,Richest 20%,no
Afghanistan,Female,24,completed primary or less,Poorest 20%,no
Afghanistan,Female,19,secondary,Second 20%,no
Afghanistan,Male,31,completed primary or less,Richest 20%,no
Afghanistan,Male,16,completed primary or less,Richest 20%,no
Afghanistan,Female,24,secondary,Richest 20%,no
Afghanistan,Female,60,completed primary or less,Middle 20%,no
Afghanistan,Male,42,completed primary or less,Fourth 20%,no
Afghanistan,Male,37,completed primary or less,Middle 20%,no
Afghanistan,Female,45,completed primary or less,Fourth 20%,no
Afghanistan,Female,35,secondary,Richest 20%,yes
Afghanistan,Male,61,completed primary or less,Second 20%,no
Afghanistan,Male,36,completed primary or less,Second 20%,no
Afghanistan,Female,21,completed primary or less,Poorest 20%,no
Afghanistan,Female,40,secondary,Fourth 20%,no
Afghanistan,Male,21,completed primary or less,Richest 20%,no
Afghanistan,Female,26,completed primary or less,Richest 20%,no
Afghanistan,Female,27,completed primary or less,Middle 20%,no
Afghanistan,Male,45,completed primary or less,Second 20%,no
Afghanistan,Female,48,completed primary or less,Richest 20%,no
Afghanistan,Male,36,completed primary or less,Second 20%,no
Afghanistan,Male,28,completed primary or less,Richest 20%,no
Afghanistan,Female,30,completed primary or less,Fourth 20%,no
Afghanistan,Male,27,secondary,Second 20%,no
Afghanistan,Male,45,secondary,Second 20%,no
Afghanistan,Female,55,completed primary or less,Middle 20%,no
Afghanistan,Male,23,completed tertiary or more,Fourth 20%,no
Afghanistan,Female,26,completed primary or less,Fourth 20%,no
Afghanistan,Female,36,completed primary or less,Fourth 20%,no
Afghanistan,Female,15,completed primary or less,Fourth 20%,no
Afghanistan,Male,16,secondary,Richest 20%,no
Afghanistan,Male,24,completed primary or less,Poorest 20%,no
Afghanistan,Female,22,completed primary or less,Poorest 20%,no
Afghanistan,Female,17,completed primary or less,Richest 20%,no
Afghanistan,Female,32,completed primary or less,Second 20%,no
Afghanistan,Female,17,completed primary or less,Middle 20%,no
Afghanistan,Female,20,completed primary or less,Second 20%,no
Afghanistan,Female,38,completed primary or less,Richest 20%,no
Afghanistan,Female,30,completed primary or less,Fourth 20%,no
Afghanistan,Male,25,completed primary or less,Second 20%,no
Afghanistan,Female,25,completed primary or less,Second 20%,no
Afghanistan,Male,53,completed primary or less,Second 20%,no
Afghanistan,Female,28,completed primary or less,Fourth 20%,no
Afghanistan,Female,32,completed primary or less,Middle 20%,no
Afghanistan,Male,25,completed primary or less,Fourth 20%,no
Afghanistan,Female,30,completed primary or less,Poorest 20%,no
Afghanistan,Male,30,completed primary or less,Second 20%,no
Afghanistan,Female,28,secondary,Poorest 20%,no
Afghanistan,Male,19,secondary,Richest 20%,no
Afghanistan,Male,28,completed primary or less,Poorest 20%,no
Afghanistan,Female,24,completed primary or less,Poorest 20%,no
Afghanistan,Male,59,secondary,Middle 20%,no
Afghanistan,Female,50,completed primary or less,Middle 20%,no
Afghanistan,Female,33,completed tertiary or more,Richest 20%,no
Afghanistan,Female,15,secondary,Second 20%,no
Afghanistan,Male,40,completed primary or less,Poorest 20%,no
Afghanistan,Male,20,secondary,Richest 20%,no
Afghanistan,Male,30,secondary,Second 20%,no
Afghanistan,Male,50,secondary,Fourth 20%,no
Afghanistan,Female,50,completed primary or less,Fourth 20%,no
Afghanistan,Male,52,completed primary or less,Poorest 20%,no
Afghanistan,Male,35,completed primary or less,Fourth 20%,no
Afghanistan,Female,29,completed primary or less,Middle 20%,no
Afghanistan,Male,35,secondary,Poorest 20%,no
Afghanistan,Female,32,completed primary or less,Poorest 20%,no
Afghanistan,Male,16,completed primary or less,Second 20%,no
Afghanistan,Male,49,completed primary or less,Second 20%,no
Afghanistan,Male,43,completed primary or less,Fourth 20%,no
Afghanistan,Male,30,completed tertiary or more,Fourth 20%,no
Afghanistan,Female,35,completed primary or less,Poorest 20%,no
Afghanistan,Male,23,secondary,Poorest 20%,no
Afghanistan,Male,60,completed primary or less,Second 20%,no
Afghanistan,Female,18,completed primary or less,Poorest 20%,no
Afghanistan,Male,32,completed primary or less,Middle 20%,no
Afghanistan,Female,24,secondary,Fourth 20%,no
Afghanistan,Male,40,completed primary or less,Middle 20%,no
Afghanistan,Female,20,completed primary or less,Poorest 20%,no
Afghanistan,Male,32,completed tertiary or more,Poorest 20%,no
Afghanistan,Male,53,completed primary or less,Middle 20%,no
Afghanistan,Male,37,completed primary or less,Fourth 20%,no
Afghanistan,Female,21,completed primary or less,Richest 20%,no
Afghanistan,Male,53,completed primary or less,Middle 20%,no
Afghanistan,Female,25,completed primary or less,Fourth 20%,no
Afghanistan,Female,50,completed primary or less,Fourth 20%,no
Afghanistan,Female,55,completed primary or less,Middle 20%,no
Afghanistan,Male,56,secondary,Middle 20%,no
Afghanistan,Male,53,secondary,Poorest 20%,no
Afghanistan,Female,45,completed primary or less,Poorest 20%,no
Afghanistan,Female,29,completed primary or less,Second 20%,no
Afghanistan,Male,45,completed primary or less,Second 20%,no
Afghanistan,Female,20,completed primary or less,Middle 20%,no
Afghanistan,Male,33,secondary,Poorest 20%,no
Afghanistan,Female,35,completed primary or less,Middle 20%,no
Afghanistan,Female,20,secondary,Fourth 20%,no
Afghanistan,Male,22,completed primary or less,Fourth 20%,no
Afghanistan,Female,26,completed primary or less,Second 20%,no
Afghanistan,Male,17,completed primary or less,Middle 20%,no
Afghanistan,Female,38,completed primary or less,Fourth 20%,no
Afghanistan,Male,31,completed tertiary or more,Richest 20%,no
Afghanistan,Male,30,completed primary or less,Middle 20%,no
Afghanistan,Female,30,completed primary or less,Fourth 20%,no
Afghanistan,Female,30,secondary,Middle 20%,no
Afghanistan,Male,20,secondary,Fourth 20%,no
Afghanistan,Male,62,completed primary or less,Fourth 20%,no
Afghanistan,Female,46,completed primary or less,Poorest 20%,no
Afghanistan,Female,20,completed primary or less,Poorest 20%,no
Afghanistan,Female,35,completed primary or less,Fourth 20%,no
Afghanistan,Male,19,secondary,Fourth 20%,no
Afghanistan,Female,43,completed primary or less,Poorest 20%,no
Afghanistan,Male,25,secondary,Fourth 20%,no
Afghanistan,Male,26,secondary,Poorest 20%,no
Afghanistan,Male,24,completed primary or less,Fourth 20%,no
Afghanistan,Female,50,completed primary or less,Fourth 20%,no
Afghanistan,Female,22,secondary,Second 20%,no
Afghanistan,Male,24,completed tertiary or more,Richest 20%,no
Afghanistan,Female,36,completed primary or less,Poorest 20%,no
Afghanistan,Female,39,completed primary or less,Richest 20%,no
Afghanistan,Female,18,completed primary or less,Richest 20%,no
Afghanistan,Female,39,completed primary or less,Middle 20%,no
Afghanistan,Female,25,completed primary or less,Richest 20%,no
Afghanistan,Female,30,completed primary or less,Fourth 20%,no
Afghanistan,Male,25,completed primary or less,Richest 20%,no
Afghanistan,Male,29,secondary,Richest 20%,no
Afghanistan,Male,27,secondary,Richest 20%,no
Afghanistan,Female,35,completed primary or less,Second 20%,no
Afghanistan,Female,32,completed primary or less,Middle 20%,no
Afghanistan,Male,63,secondary,Poorest 20%,no
Afghanistan,Female,35,completed primary or less,Second 20%,no
Afghanistan,Female,45,completed primary or less,Poorest 20%,no
Afghanistan,Male,16,completed primary or less,Poorest 20%,no
Afghanistan,Female,30,completed primary or less,Middle 20%,no
Afghanistan,Male,16,secondary,Fourth 20%,no
Afghanistan,Female,39,completed primary or less,Fourth 20%,no
Afghanistan,Male,38,completed primary or less,Poorest 20%,no
Afghanistan,Male,26,secondary,Middle 20%,no
Afghanistan,Female,32,secondary,Poorest 20%,no
Afghanistan,Female,25,completed primary or less,Richest 20%,no
Afghanistan,Male,21,secondary,Second 20%,no
Afghanistan,Female,25,completed primary or less,Middle 20%,no
Afghanistan,Male,52,secondary,Fourth 20%,no
Afghanistan,Male,46,completed primary or less,Richest 20%,no
Afghanistan,Female,45,completed primary or less,Poorest 20%,no
Afghanistan,Female,22,secondary,Second 20%,no
Afghanistan,Male,18,completed primary or less,Poorest 20%,no
Afghanistan,Male,24,secondary,Middle 20%,no
Afghanistan,Male,45,completed primary or less,Richest 20%,no
Afghanistan,Female,16,completed primary or less,Richest 20%,no
Afghanistan,Male,27,completed primary or less,Fourth 20%,no
Afghanistan,Female,40,completed primary or less,Second 20%,no
Afghanistan,Male,15,secondary,Middle 20%,no
Afghanistan,Female,25,completed primary or less,Second 20%,no
Afghanistan,Female,15,secondary,Middle 20%,no
Afghanistan,Male,40,secondary,Fourth 20%,no
Afghanistan,Male,20,completed primary or less,Fourth 20%,no
Afghanistan,Female,26,completed primary or less,Poorest 20%,no
Afghanistan,Female,21,secondary,Middle 20%,no
Afghanistan,Male,31,secondary,Middle 20%,no
Afghanistan,Male,19,secondary,Richest 20%,no
Afghanistan,Male,22,completed primary or less,Middle 20%,no
Afghanistan,Male,24,completed primary or less,Second 20%,no
Afghanistan,Female,32,completed primary or less,Middle 20%,no
Afghanistan,Male,37,completed primary or less,Poorest 20%,no
Afghanistan,Female,45,completed primary or less,Poorest 20%,no
Afghanistan,Male,25,secondary,Second 20%,no
Afghanistan,Male,48,secondary,Middle 20%,no
Afghanistan,Male,24,secondary,Second 20%,no
Afghanistan,Female,28,completed primary or less,Fourth 20%,no
Afghanistan,Female,28,completed primary or less,Fourth 20%,no
Afghanistan,Female,25,completed primary or less,Second 20%,no
Afghanistan,Male,16,secondary,Poorest 20%,no
Afghanistan,Male,33,completed primary or less,Second 20%,no
Afghanistan,Male,20,secondary,Second 20%,no
Afghanistan,Male,40,secondary,Richest 20%,no
Afghanistan,Male,16,secondary,Second 20%,no
Afghanistan,Male,21,completed primary or less,Second 20%,no
Afghanistan,Male,20,completed primary or less,Middle 20%,no
Afghanistan,Male,45,completed primary or less,Richest 20%,no
Afghanistan,Female,22,secondary,Poorest 20%,no
Afghanistan,Female,45,completed primary or less,Middle 20%,no
Afghanistan,Female,25,completed primary or less,Richest 20%,no
Afghanistan,Male,20,completed primary or less,Poorest 20%,no
Afghanistan,Male,22,secondary,Richest 20%,no
Afghanistan,Male,28,secondary,Richest 20%,no
Afghanistan,Female,37,completed primary or less,Richest 20%,no
Afghanistan,Female,29,completed primary or less,Poorest 20%,no
Afghanistan,Female,25,completed primary or less,Middle 20%,no
Afghanistan,Female,37,completed primary or less,Richest 20%,no
Afghanistan,Male,18,secondary,Fourth 20%,no
Afghanistan,Female,20,completed primary or less,Second 20%,no
Afghanistan,Female,38,completed primary or less,Second 20%,no
Afghanistan,Male,17,secondary,Second 20%,no
Afghanistan,Male,17,completed primary or less,Richest 20%,no
Afghanistan,Male,40,completed primary or less,Second 20%,no
Afghanistan,Female,28,completed primary or less,Fourth 20%,no
Afghanistan,Female,62,completed primary or less,Second 20%,no
Afghanistan,Male,27,completed primary or less,Fourth 20%,no
Afghanistan,Female,56,completed primary or less,Richest 20%,no
Afghanistan,Male,52,completed tertiary or more,Second 20%,no
Afghanistan,Male,50,completed primary or less,Poorest 20%,no
Afghanistan,Male,15,completed primary or less,Middle 20%,no
Afghanistan,Female,25,completed primary or less,Fourth 20%,no
Afghanistan,Male,65,completed primary or less,Middle 20%,no
Afghanistan,Female,35,completed primary or less,Richest 20%,no
Afghanistan,Female,35,completed primary or less,Second 20%,no
Afghanistan,Male,22,secondary,Richest 20%,no
Afghanistan,Female,26,completed primary or less,Richest 20%,no
Afghanistan,Female,19,completed primary or less,Middle 20%,no
Afghanistan,Female,38,completed primary or less,Poorest 20%,no
Afghanistan,Female,45,completed primary or less,Richest 20%,no
Afghanistan,Female,34,completed primary or less,Fourth 20%,no
Afghanistan,Male,50,completed primary or less,Richest 20%,no
Afghanistan,Female,19,completed primary or less,Richest 20%,no
Afghanistan,Male,30,completed primary or less,Poorest 20%,no
Afghanistan,Female,21,completed primary or less,Poorest 20%,no
Afghanistan,Male,55,completed primary or less,Poorest 20%,no
Afghanistan,Female,30,completed primary or less,Poorest 20%,no
Afghanistan,Female,22,completed primary or less,Second 20%,no
Afghanistan,Female,18,completed primary or less,Poorest 20%,no
